Date of Launch,Geographic Coordinate,COSPAR Number,NORAD Number,Current Official Name of Satellite,Launch Site,Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Launch Vehicle,Expected Lifetime (yrs.),Contractor,Country of Contractor,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Comments,Unnamed: 27,Source Used for Orbital Data,lat,lon,date,weathercode,temperature_2m_mean,precipitation_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,cloudcover_mean,relative_humidity_2m_mean,weather_summary,Launch Year,year
1998-10-23,"(28.478816053592052, -80.57606021672525)",1998-060A,25504,SCD-2,Cape Canaveral,Unknown,Brazil,Instituto Nacional de Pesquisas Espaciais (INPE),Pegasus,3.0,Instituto Nacional de Pesquisas Espaciais (INPE),Brazil,Government,Earth Observation,Meteorology/Earth Science,LEO,Non-Polar Inclined,0.0,735.0,760.0,0.0017562346329469617,25.0,99.8,110.0,,70,Collects meteorological and environmental data on the Amazon region,,www.satellitedebris.net 12/12,28.478816053592052,-80.57606021672525,1998-10-23,3,21.7,0.0,0.0,38.4,58.7,98,55,Parcialmente nublado,1998,1998
1998-11-20,"(45.96725377748388, 63.30547994996387)",1998-067A,25544,International Space Station,Baikonur Cosmodrome,USA,Multinational,National Aeronautics and Space Administration (NASA)/Multinational,Proton,30.0,Boeing Satellite Systems (prime)/Multinational,International,Government,Space Science,,LEO,Non-Polar Inclined,0.0,401.0,422.0,0.0015483300154833,51.6,92.8,,,,Final size of a Boeing 747; first component.,,www.satellitedebris.net 12/12,45.96725377748388,63.30547994996387,1998-11-20,51,1.3,0.8,3.0,29.0,50.8,68,82,Lluvia ligera,1998,1998
1999-01-21,"(5.23314401858844, -52.776983796694616)",1999-071A,26038,Galaxy-11,Guiana Space Center,USA,USA,PanAmSat (Intelsat S.A.),Ariane 4,14.0,Boeing Satellite Systems,USA,Commercial,Communications,,GEO,,-55.5,35785.0,35795.0,0.00011859582542694497,0.05,1436.11,4488.0,2775,10400,"Voice and video communications; 24 C-band, 40 Ku-band; North America, Brazil. Solar panels very degraded - will serve for DTH applications.",,,5.23314401858844,-52.776983796694616,1999-01-21,61,24.4,14.0,19.0,17.7,31.3,77,91,Lluvia ligera,1999,1999
1999-02-26,"(5.23314401858844, -52.776983796694616)",1999-009B,25639,Skynet 4E,Guiana Space Center,ESA,United Kingdom,Ministry of Defense,Ariane 44L,7.0,Astrium,France/UK/Germany,Military,Communications,,GEO,,35.58,35774.0,35797.0,0.00027279951607738016,4.99,1436.06,1510.0,759,1200,"Used primarily by UK's armed forces, government departments, agencies and other organizations that require secure communications.",,JM/12_08,5.23314401858844,-52.776983796694616,1999-02-26,63,24.6,23.5,24.0,17.1,34.6,93,91,Lluvia ligera,1999,1999
1999-03-15,"(45.96725377748388, 63.30547994996387)",1999-012D,25652,Globalstar FM37,Baikonur Cosmodrome,USA,USA,Globalstar,Soyuz U,10.0,Space Systems/Loral,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,1411.0,1417.0,0.00038540596094552927,52.0,114.1,450.0,350,1500,,,www.satellitedebris.net 12/12,45.96725377748388,63.30547994996387,1999-03-15,0,-10.9,0.0,0.0,26.9,45.0,0,34,Soleado,1999,1999
1999-04-15,"(34.74738558053763, -120.57287382598979)",1999-020A,25682,Landsat 7,Vandenberg AFB,USA,USA,National Aeronautics and Space Administration (NASA)/US Geological Survey,Delta 2,15.0,Lockheed Martin Missiles & Space,USA,Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,0.0,702.0,703.0,7.069635913750442e-05,98.2,98.8,2744.0,2200,1500,Remote sensing; polar orbit.,,www.satellitedebris.net 12/12,34.74738558053763,-120.57287382598979,1999-04-15,1,15.1,0.0,0.0,10.2,22.7,4,82,Parcialmente nublado,1999,1999
1999-05-26,"(13.726115425221352, 80.22658668288408)",1999-029B,25757,DLR Tubsat,Satish Dhawan Space Center,Unknown,Germany,Deutsches Zentrum für Luft- und Raumfahrt,PSLV C2,1.0,"Institute of Aeronautics and Astronautics, Technical University of Berlin",Germany,Government,Earth Science,,LEO,Sun-Synchronous,0.0,712.0,732.0,0.0014100394811054709,98.6,99.2,45.0,,120,Transmits image of its own view; not currently used for scientific mission but operational.,,www.satellitedebris.net 12/12,13.726115425221352,80.22658668288408,1999-05-26,51,30.9,0.3,1.0,18.4,42.1,100,57,Lluvia ligera,1999,1999
1999-07-23,"(28.478816053592052, -80.57606021672525)",1999-040B,25867,Chandra X-Ray Observatory (CXO),Cape Canaveral,USA,USA,National Aeronautics and Space Administration (NASA) Goddard Space Flight Center,Space Shuttle (STS 93),5.0,TRW Space and Electronics,USA,Government,Space Science,,Elliptical,Deep Highly Eccentric,0.0,9999.0,138825.0,0.7973682255948107,28.5,3808.92,4742.0,,2500,X-ray astronomy.,,JMSatcat304,28.478816053592052,-80.57606021672525,1999-07-23,3,28.1,0.0,0.0,16.1,25.9,30,78,Parcialmente nublado,1999,1999
1999-09-26,"(45.96725377748388, 63.30547994996387)",1999-053A,25924,ABS-6,Baikonur Cosmodrome,Unknown,Multinational,Asia Broadcast Satellite Ltd.,Proton,15.0,Lockheed Martin,USA,Commercial,Communications,,GEO,,159.0,35777.0,35794.0,0.00020163442492675927,0.01,1436.08,2894.0,1730,"6,800 (EOL)","28 C-band, 16 Ku-band; business services, public voice and data services, broadcasting, direct-to-home; Eastern Europe, CIS, South and Southeast Asia, Africa, Middle East, Australia.",,JM/12_08,45.96725377748388,63.30547994996387,1999-09-26,3,14.0,0.0,0.0,9.4,20.9,27,49,Parcialmente nublado,1999,1999
1999-10-07,"(28.478816053592052, -80.57606021672525)",1999-055A,25933,USA 145,Cape Canaveral,USA,USA,DoD/US Air Force,Delta 2,10.0,Lockheed Martin,USA,Commercial/Military,Satellite Navigation,,MEO,Non-Polar Inclined,0.0,20096.0,20268.0,0.0032389273877673997,53.0,717.97,2217.0,980,1136,,,JMSatcat304,28.478816053592052,-80.57606021672525,1999-10-07,61,24.2,11.6,20.0,29.3,42.8,71,89,Lluvia ligera,1999,1999
1999-11-24,"(28.478816053592052, -80.57606021672525)",1999-063A,25967,USA 146,Cape Canaveral,USA,USA,US Navy,Atlas 2,4.0,Boeing Satellite Systems,USA,Military,Communications,,GEO,,72.67,35738.0,35834.0,0.001138627953316254,1.97,1436.1,3200.0,1540,"3,800 (EOL)",Ultra-High Frequency (UHF) communications and Super-High Frequency (SHF) antijam command and broadcast capabilities through four pairs of geosynchronous satellites and one spare; tactical application.,,JM/1_12,28.478816053592052,-80.57606021672525,1999-11-24,51,22.0,1.6,10.0,20.1,32.4,33,87,Lluvia ligera,1999,1999
1999-12-04,"(37.933875469177956, -75.47227890015118)",1999-065B,25981,ORBCOMM FM-31,Wallops Island Flight Facility,USA,USA,ORBCOMM Inc.,Pegasus XL,5.0,Orbital Sciences Corp.,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,788.0,795.0,0.0004887244292396844,45.0,100.7,45.0,22,160,,,www.satellitedebris.net 12/12,37.933875469177956,-75.47227890015118,1999-12-04,2,10.4,0.0,0.0,20.7,32.0,15,69,Parcialmente nublado,1999,1999
1999-12-04,"(37.933875469177956, -75.47227890015118)",1999-065E,25984,ORBCOMM FM-36,Wallops Island Flight Facility,USA,USA,ORBCOMM Inc.,Pegasus XL,5.0,Orbital Sciences Corp.,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,788.0,795.0,0.0004887244292396844,45.0,100.7,45.0,22,160,,,www.satellitedebris.net 12/12,37.933875469177956,-75.47227890015118,1999-12-04,2,10.4,0.0,0.0,20.7,32.0,15,69,Parcialmente nublado,1999,1999
1999-12-04,"(37.933875469177956, -75.47227890015118)",1999-065A,25980,ORBCOMM FM-30,Wallops Island Flight Facility,USA,USA,ORBCOMM Inc.,Pegasus XL,5.0,Orbital Sciences Corp.,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,788.0,796.0,0.0005585032113934655,45.0,100.7,45.0,22,160,,,www.satellitedebris.net 12/12,37.933875469177956,-75.47227890015118,1999-12-04,2,10.4,0.0,0.0,20.7,32.0,15,69,Parcialmente nublado,1999,1999
1999-12-04,"(37.933875469177956, -75.47227890015118)",1999-065F,25985,ORBCOMM FM-35,Wallops Island Flight Facility,USA,USA,ORBCOMM Inc.,Pegasus XL,5.0,Orbital Sciences Corp.,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,788.0,795.0,0.0004887244292396844,45.0,100.7,45.0,22,160,,,www.satellitedebris.net 12/12,37.933875469177956,-75.47227890015118,1999-12-04,2,10.4,0.0,0.0,20.7,32.0,15,69,Parcialmente nublado,1999,1999
1999-12-04,"(37.933875469177956, -75.47227890015118)",1999-065C,25982,ORBCOMM FM-32,Wallops Island Flight Facility,USA,USA,ORBCOMM Inc.,Pegasus XL,5.0,Orbital Sciences Corp.,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,786.0,796.0,0.0006982265046781176,45.0,100.7,45.0,22,160,,,www.satellitedebris.net 12/12,37.933875469177956,-75.47227890015118,1999-12-04,2,10.4,0.0,0.0,20.7,32.0,15,69,Parcialmente nublado,1999,1999
1999-12-10,"(5.23314401858844, -52.776983796694616)",1999-066A,25989,XMM Newton,Guiana Space Center,ESA,ESA,European Space Operations Centre (ESOC),Ariane 5,10.0,Dornier Systems (and 46 subcontractors),International,Government,Space Science,,Elliptical,Deep Highly Eccentric,0.0,7079.0,114027.0,0.7990377000433334,38.4,2872.15,3764.0,3233,,Detect and study celestial x-ray sources.,,www.spacedebris.net 12/12,5.23314401858844,-52.776983796694616,1999-12-10,51,26.8,1.4,8.0,20.5,37.8,35,82,Lluvia ligera,1999,1999
1999-12-12,"(34.74738558053763, -120.57287382598979)",1999-067A,25991,USA 147,Vandenberg AFB,USA,USA,DoD/NOAA,Titan 2,5.0,Lockheed Martin Missiles & Space,USA,Military,Earth Observation,Earth Science/Meterology,LEO,Sun-Synchronous,0.0,837.0,851.0,0.0009703354588300526,98.9,101.8,1152.0,823,900,Near-polar orbits; investigate Earth's environment. Problem with SSM/1 sensor to track sea ice.,,JMSatcat304,34.74738558053763,-120.57287382598979,1999-12-12,3,11.2,0.0,0.0,17.7,27.7,7,64,Parcialmente nublado,1999,1999
1999-12-18,"(34.74738558053763, -120.57287382598979)",1999-068A,25994,Terra,Vandenberg AFB,USA,USA/Canada/Japan,Earth Sciences Enterprise (NASA),Atlas 2AS,6.0,Lockheed Martin,USA,Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,0.0,702.0,703.0,7.069635913750442e-05,98.2,98.8,4854.0,,2530,Aathfinusrs for Earth Sciences Gnterprise's 190 Vanelliea LEO gonseallation.,,www.satellitedebris.net 12/12,34.74738558053763,-120.57287382598979,1999-12-18,1,13.4,0.0,0.0,25.5,41.4,9,63,Parcialmente nublado,1999,1999
2000-01-01,"(28.478816053592052, -80.57606021672525)",2000-001A,26052,USA 148,Cape Canaveral,USA,USA,US Air Force,Atlas 2A,10.0,Lockheed Martin Missiles & Space,USA,Military,Communications,,GEO,,-179.8,35706.0,35868.0,0.0019213890931517898,0.01,1436.13,1156.0,884,1240,"Super High Frequency (SHF) for U.S. government and military; sophisticated survivability enhancement; worldwide, longhaul coverage; X-band.",,JM/12_08,28.478816053592052,-80.57606021672525,2000-01-01,2,20.6,0.0,0.0,13.8,22.3,30,63,Parcialmente nublado,2000,2000
2000-03-21,"(5.23314401858844, -52.776983796694616)",2000-016A,26107,AsiaStar,Guiana Space Center,USA,USA,1Worldspace,Ariane 5G,15.0,Alcatel Space Industries,France,Commercial,Communications,,GEO,,104.97,35773.0,35801.0,0.00033209194202623525,0.02,1436.15,2775.0,1530,5600,"Africa, Middle East, Asia, Latin America and Caribbean. Services to underserved emerging markets; low-cost portable receivers.",,JM/12_08,5.23314401858844,-52.776983796694616,2000-03-21,61,24.6,13.0,23.0,17.4,32.4,97,89,Lluvia ligera,2000,2000
2000-05-11,"(28.478816053592052, -80.57606021672525)",2000-025A,26360,USA 150,Cape Canaveral,USA,USA,DoD/US Air Force,Delta 2,10.0,Lockheed Martin,USA,Commercial/Military,Satellite Navigation,,MEO,Non-Polar Inclined,0.0,20133.0,20234.0,0.0019018208522417006,54.9,718.03,2217.0,980,1136,,,JMSatcat304,28.478816053592052,-80.57606021672525,2000-05-11,2,24.7,0.0,0.0,19.4,26.6,14,83,Parcialmente nublado,2000,2000
2000-05-18,"(28.478816053592052, -80.57606021672525)",2000-024A,26356,USA 149,Cape Canaveral,USA,USA,US Air Force,Titan IVB,9.0,TRW and Aerojet Electronics Systems,USA,Military,Earth Observation,Infrared Imaging,GEO,,-36.25,35897.0,35909.0,0.00014193456816407636,4.08,142.08,2380.0,,1485,Infrared sensors to detect heat from missile and booster plumes against earth's background; detection capability of smaller missiles; improved warning of attack by short-range missiles against U.S. and allied forces.,,JM/12_08,28.478816053592052,-80.57606021672525,2000-05-18,3,24.7,0.0,0.0,21.9,34.9,73,63,Parcialmente nublado,2000,2000
2000-05-24,"(28.478816053592052, -80.57606021672525)",2000-028A,26369,Eutelsat 36A,Cape Canaveral,ESA,Multinational,EUTELSAT S.A.,Atlas 3A,12.0,Alcatel Space Industries,France,Commercial,Communications,,GEO,,36.09,35766.0,35806.0,0.00047442831388177245,0.07,1436.08,3190.0,1380,6000,"Thirty-one operational channels, Western Russia,  majoritiy of central and southern Afirca.",,JM/12_08,28.478816053592052,-80.57606021672525,2000-05-24,2,25.8,0.0,0.0,19.5,31.0,24,77,Parcialmente nublado,2000,2000
2000-06-30,"(28.478816053592052, -80.57606021672525)",2000-034A,26388,TDRS-8,Cape Canaveral,USA,USA,National Aeronautics and Space Administration (NASA),Atlas 2A,11.0,Boeing Satellite Systems,USA,Government,Communications,,GEO,,88.76,35768.0,35808.0,0.00047440580672707437,0.9,1436.2,3180.0,1600,"2,300 (EOL)","Tracking and communications with space shuttle, other missions; not fully functional.",,JMSatcat/4_22,28.478816053592052,-80.57606021672525,2000-06-30,61,26.6,3.6,6.0,19.2,28.8,89,82,Lluvia ligera,2000,2000
2000-06-30,"(45.96725377748388, 63.30547994996387)",2000-035A,26390,Sirius-1 (SD Radio 1),Baikonur Cosmodrome,USA,USA,Sirius XM Holdings,Proton K,15.0,Space Systems/Loral,USA,Commercial,Communications,,Elliptical,Molniya,0.0,23783.0,47100.0,0.27883477033830406,63.3,1418.5,3727.0,1570,,"Relay music, news, entertainment directly to motorists in the ; a fourth satellite is stored on the ground for rapid replacement, if necessary.",,JMSatcat304,45.96725377748388,63.30547994996387,2000-06-30,51,29.0,0.2,1.0,26.3,43.9,13,38,Lluvia ligera,2000,2000
2000-07-16,"(28.478816053592052, -80.57606021672525)",2000-040A,26407,USA 151,Cape Canaveral,USA,USA,DoD/US Air Force,Delta 2,10.0,Lockheed Martin,USA,Commercial/Military,Satellite Navigation,,MEO,Non-Polar Inclined,0.0,20184.0,20427.0,0.0045547412419635995,55.0,722.98,2217.0,980,1136,,,JMSatcat304,28.478816053592052,-80.57606021672525,2000-07-16,51,28.2,0.2,1.0,25.7,39.2,38,79,Lluvia ligera,2000,2000
2000-07-16,"(45.96725377748388, 63.30547994996387)",2000-041A,26410,Salsa,Baikonur Cosmodrome,ESA,ESA,European Space Agency (ESA) (and 250 international scientific investigators),Soyuz,4.0,Dornier Systems (Astrium) and 35 subcontractors,International,Government,Space Science,,Elliptical,Deep Highly Eccentric,0.0,21998.0,110256.0,0.6087010496986082,90.7,3418.2,1200.0,478,220,"Collection of four spacecraft flying in formation around the earth, relaying detailed information about solar wind's affect on our planet in three dimensions.",,WT,45.96725377748388,63.30547994996387,2000-07-16,2,23.7,0.0,0.0,32.7,52.2,3,35,Parcialmente nublado,2000,2000
2000-07-16,"(45.96725377748388, 63.30547994996387)",2000-041B,26411,Samba,Baikonur Cosmodrome,ESA,ESA,European Space Agency (ESA) (and 250 international scientific investigators),Soyuz,4.0,Dornier Systems (Astrium) and 35 subcontractors,International,Government,Space Science,,Elliptical,Deep Highly Eccentric,0.0,22017.0,110791.0,0.6099293703795311,132.98,3430.28,1200.0,478,220,"Collection of four spacecraft flying in formation around the earth, relaying detailed information about solar wind's affect on our planet in three dimensions.",,WT,45.96725377748388,63.30547994996387,2000-07-16,2,23.7,0.0,0.0,32.7,52.2,3,35,Parcialmente nublado,2000,2000
2000-07-28,"(33.75803115528897, -118.21714540854131)",2000-043A,26451,Intelsat 9,Sea Launch Odyssey,USA,USA,PanAmSat (Intelsat S.A.),Zenit 3SL,15.0,Hughes Space and Communications Co.,USA,Commercial,Communications,,GEO,,-29.5,35782.0,35792.0,0.00011860426500936973,0.01,1436.14,3659.0,2389,9900,"160 voice, video, data, and Internet channels; 24 C-band, 24 Ku-band; Americas, Caribbean, Europe.",,JM/12_08,33.75803115528897,-118.21714540854131,2000-07-28,3,23.7,0.0,0.0,20.8,34.2,33,70,Parcialmente nublado,2000,2000
2000-08-09,"(45.96725377748388, 63.30547994996387)",2000-045B,26464,Tango,Baikonur Cosmodrome,ESA,ESA,European Space Agency (ESA) (and 250 international scientific investigators),Soyuz,4.0,Dornier Systems (Astrium) and 35 subcontractors,International,Government,Space Science,,Elliptical,Deep Highly Eccentric,0.0,17313.0,120961.0,0.6863469612088945,90.7,3442.0,1200.0,478,220,"Collection of four spacecraft flying in formation around the earth, relaying detailed information about solar wind's affect on our planet in three dimensions.",,JMSatcat,45.96725377748388,63.30547994996387,2000-08-09,0,25.2,0.0,0.0,23.5,41.0,0,32,Soleado,2000,2000
2000-08-09,"(45.96725377748388, 63.30547994996387)",2000-045A,26463,Rumba,Baikonur Cosmodrome,ESA,ESA,European Space Agency (ESA) (and 250 international scientific investigators),Soyuz,4.0,Dornier Systems (Astrium) and 35 subcontractors,International,Government,Space Science,,Elliptical,Deep Highly Eccentric,0.0,17240.0,120715.0,0.6866518464448057,90.8,3431.1,1200.0,478,224,"Collection of four spacecraft flying in formation around the earth, relaying detailed information about solar wind's affect on our planet in three dimensions.",,JMSatcat304,45.96725377748388,63.30547994996387,2000-08-09,0,25.2,0.0,0.0,23.5,41.0,0,32,Soleado,2000,2000
2000-08-17,"(5.23314401858844, -52.776983796694616)",2000-046A,26469,Brazilsat B-4,Guiana Space Center,Brazil,Brazil,Embratel Star One,Ariane 44LP,12.0,Boeing Satellite Systems,USA,Commercial,Communications,,GEO,,-84.03,35772.0,35800.0,0.00033209981971724073,0.07,1436.09,2495.0,1050,"1,800 (BOL)",28 C-band; voice and video communications to all of South America.,,JM/12_08,5.23314401858844,-52.776983796694616,2000-08-17,51,26.3,0.2,1.0,18.1,40.3,16,83,Lluvia ligera,2000,2000
2000-08-17,"(34.74738558053763, -120.57287382598979)",2000-047A,26473,152,Vandenberg AFB,USA,USA,National Reconnaissance Office (NRO),Titan IV,9.0,Lockheed Martin Astronautics,USA,Military,Earth Observation,Radar Imaging,LEO,Non-Polar Inclined,0.0,574.0,676.0,0.007290922087205147,68.0,97.21,14500.0,,,$1 billion range; 3-10 ft. image resolution.,,JMSatcat304,34.74738558053763,-120.57287382598979,2000-08-17,0,17.9,0.0,0.0,12.5,22.0,2,78,Soleado,2000,2000
2000-09-05,"(45.96725377748388, 63.30547994996387)",2000-051A,26483,Sirius 2 (SD Radio 2),Baikonur Cosmodrome,USA,USA,Sirius XM Holdings,Proton K,15.0,Space Systems/Loral,USA,Commercial,Communications,,Elliptical,Molniya,0.0,12849.0,47048.0,0.4708206561394331,63.3,1148.43,3792.0,1570,,"Relay music, news, entertainment directly to motorists in the .",,JMSatcat304,45.96725377748388,63.30547994996387,2000-09-05,1,23.5,0.0,0.0,16.3,31.0,5,36,Parcialmente nublado,2000,2000
2000-10-02,"(45.96725377748388, 63.30547994996387)",2000-059A,26554,NSS-11,Baikonur Cosmodrome,USA,Netherlands,SES S.A.,Proton K,15.0,Lockheed Martin Commercial Space Systems,USA,Commercial,Communications,,GEO,,108.21,35776.0,35798.0,0.0002609293830206134,0.07,1436.15,3582.0,2000,,"Direct-to-home voice, video and data transmission in India, China and Philippines; 24 C-band, 24 Ku-band transponders.",,JM/12_08,45.96725377748388,63.30547994996387,2000-10-02,51,10.3,0.2,1.0,16.5,28.4,94,60,Lluvia ligera,2000,2000
2000-10-20,"(28.478816053592052, -80.57606021672525)",2000-065A,26575,USA 153,Cape Canaveral,USA,USA,US Air Force,Atlas 2A,10.0,Lockheed Martin Missiles & Space,USA,Military,Communications,,GEO,,-12.15,35774.0,35799.0,0.0002965141793080545,0.04,1436.12,1156.0,884,1240,"Super High Frequency (SHF) for U.S. government and military; sophisticated survivability enhancement; worldwide, longhaul coverage; X-band.",,JM/12_08,28.478816053592052,-80.57606021672525,2000-10-20,51,24.3,1.0,6.0,23.8,33.5,41,69,Lluvia ligera,2000,2000
2000-10-22,"(45.96725377748388, 63.30547994996387)",2000-067A,26580,AMC-6,Baikonur Cosmodrome,USA,USA,SES S.A.,Proton K,15.0,Lockheed Martin Commercial Space Systems,USA,Commercial,Communications,,GEO,,-71.98,35778.0,35795.0,0.00020162964192947707,0.05,1436.12,3901.0,2500,,"Business (government and VSAT), media and entertainment; 28 Ku- and 24 C-band; CONUS, Canada, Mexico, Caribbean, Central America",,JM/12_08,45.96725377748388,63.30547994996387,2000-10-22,3,-1.2,0.0,0.0,21.3,36.0,11,40,Parcialmente nublado,2000,2000
2000-10-29,"(5.23314401858844, -52.776983796694616)",2000-068A,26590,Intelsat 12,Guiana Space Center,ESA,USA,Intelsat S.A.,Ariane 44LP,18.0,Alcatel Space Industries,France,Commercial,Communications,,GEO,,45.04,35776.0,35796.0,0.00023721415694088623,0.0,1436.09,4167.0,1729,12000,30 Ku-band; highest powered Ku-band cross connection between South East Asia and Europe.,,JM/12_08,5.23314401858844,-52.776983796694616,2000-10-29,3,27.2,0.0,0.0,16.8,35.6,80,78,Parcialmente nublado,2000,2000
